EquipID,Category,ParamPath,ParamValue,ValueType,LastUpdated,UpdatedBy,ChangeReason,UpdatedDateTime
0,runtime,baseline.refresh_interval_batches,10,int,2025-12-16 00:00:00,OPTIMIZATION,only_write_baseline_every_N_batches_when_models_exist,
0,runtime,baseline.window_hours,72,int,2025-12-16 00:00:00,OPTIMIZATION,baseline_buffer_retention_hours,
0,runtime,cache_dir,data_cache,string,2026-06-12 06:26:45,SYSTEM,raw_parquet_cache_dir,
0,runtime,equip_codes,"[""FD_FAN""]",list,2025-10-27 00:00:00,SYSTEM,initial_config,
0,runtime,equip_id,1,int,2025-10-29 00:00:00,SYSTEM,sql_mode_config,
0,runtime,future_grace_minutes,1051200,int,2025-11-14 17:05:00,COPILOT,enable_historian_backfill_beyond_now,
0,runtime,log_level,INFO,string,2025-10-27 00:00:00,SYSTEM,initial_config,
0,runtime,max_fill_ratio,0.2,float,2025-10-27 00:00:00,SYSTEM,initial_config,
0,runtime,min_train_days,14,int,2026-06-12 06:26:45,SYSTEM,maturity_gate_minimum_history,
0,runtime,phases.corr,True,bool,2025-10-27 00:00:00,SYSTEM,initial_config,
0,runtime,phases.drift,True,bool,2025-10-27 00:00:00,SYSTEM,initial_config,
0,runtime,phases.features,True,bool,2025-10-27 00:00:00,SYSTEM,initial_config,
0,runtime,phases.forecast,False,bool,2026-02-20 00:00:00,BUGFIX,forecasting_disabled_until_restored_v11.15.4,
0,runtime,phases.fuse,True,bool,2025-10-27 00:00:00,SYSTEM,initial_config,
0,runtime,phases.models,True,bool,2025-10-27 00:00:00,SYSTEM,initial_config,
0,runtime,phases.regimes,True,bool,2025-10-27 00:00:00,SYSTEM,initial_config,
0,runtime,phases.report,True,bool,2025-10-27 00:00:00,SYSTEM,initial_config,
0,runtime,random_state,17,int,2025-10-27 00:00:00,SYSTEM,initial_config,
0,runtime,retention_days,90,int,2026-06-12 06:26:45,SYSTEM,runs_runlog_retention,
0,runtime,reuse_model_fit,False,bool,2025-12-11 00:00:00,COPILOT,config_cleanup_sql_mode_uses_ModelRegistry,
0,runtime,service.host,127.0.0.1,string,2026-06-12 06:26:45,SYSTEM,service_bind_host,
0,runtime,service.port,8765,int,2026-06-12 06:26:45,SYSTEM,service_bind_port,
0,runtime,stage,score,string,2025-10-27 00:00:00,SYSTEM,initial_config,
0,runtime,stale_after_hours,24,int,2026-06-12 06:26:45,SYSTEM,stale_feed_threshold,
0,runtime,storage_backend,sql,string,2025-11-13 00:00:00,COPILOT,sql_only_mode_enabled,
0,runtime,tick_minutes,30,int,2025-11-13 00:00:00,COPILOT,aligned_with_data_cadence,
0,runtime,timestamp_tz,local,string,2025-10-27 00:00:00,SYSTEM,local_time_policy,
0,runtime,train_window_days,180,int,2026-06-12 06:26:45,SYSTEM,trailing_raw_cache_window,
0,runtime,version,v10.1.0,string,2025-12-11 00:00:00,COPILOT,config_cleanup_update_to_current_version,
0,runtime,workers,0,int,2026-06-16 08:00:00,SYSTEM,persistent_pool_0_auto_scales_to_cpu_count,
0,sql,database,ACM,string,2025-10-27 00:00:00,SYSTEM,initial_config,
0,sql,deadlock_retry.attempts,3,int,2025-10-27 00:00:00,SYSTEM,initial_config,
0,sql,deadlock_retry.backoff_seconds,2,int,2025-10-27 00:00:00,SYSTEM,initial_config,
0,sql,driver,ODBC Driver 18 for SQL Server,string,2025-10-27 00:00:00,SYSTEM,initial_config,
0,sql,enabled,True,bool,2025-11-13 00:00:00,COPILOT,sql_integration_phase1_enable_connection,
0,sql,encrypt,True,bool,2025-10-27 00:00:00,SYSTEM,initial_config,
0,sql,fast_executemany,True,bool,2025-10-27 00:00:00,SYSTEM,initial_config,
0,sql,password,${ACM_SQL_PASSWORD},string,2025-10-27 00:00:00,SYSTEM,initial_config,
0,sql,pool_max,5,int,2025-10-27 00:00:00,SYSTEM,initial_config,
0,sql,pool_min,1,int,2025-10-27 00:00:00,SYSTEM,initial_config,
0,sql,server,"localhost,1433",string,2025-10-27 00:00:00,SYSTEM,initial_config,
0,sql,timeout_seconds,30,int,2025-10-27 00:00:00,SYSTEM,initial_config,
0,sql,trust_server_certificate,True,bool,2025-10-27 00:00:00,SYSTEM,initial_config,
0,sql,tvp_chunk_rows,100000,int,2025-10-27 00:00:00,SYSTEM,initial_config,
0,sql,username,${ACM_SQL_USER},string,2025-10-27 00:00:00,SYSTEM,initial_config,
1,data,min_train_samples,100,int,2025-12-01 00:00:00,COPILOT,FD_FAN minimum training samples,
1,runtime,storage_backend,sql,string,2025-11-03 10:34:00,LOCAL_RUN,file_mode_override,
2621,data,min_train_samples,100,int,2025-12-01 00:00:00,COPILOT,GAS_TURBINE minimum training samples,
2621,data,sampling_secs,3600,int,2025-12-31 00:00:00,COPILOT,match_native_hourly_cadence_avoid_interpolation,
2621,data,score_csv,data/GAS_TURBINE_BATCH_DATA.csv,string,2025-11-03 12:15:00,LOCAL_RUN,gas_turbine_file_mode,
2621,data,timestamp_col,EntryDateTime,string,2025-12-31 00:00:00,COPILOT,fixed_ts_col_to_match_sql_schema,
2621,data,train_csv,data/GAS_TURBINE_BASELINE_DATA.csv,string,2025-11-03 12:15:00,LOCAL_RUN,gas_turbine_file_mode,
2621,runtime,storage_backend,sql,string,2025-11-15 10:30:00,COPILOT,sql_only_mode_enabled_for_gas_turbine,
2621,runtime,tick_minutes,1440,int,2025-11-30 00:00:00,COPILOT,gas_turbine_hourly_cadence,
5000,data,sampling_secs,600,int,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5000,data,tag_columns,"[""sensor_0_avg"",""sensor_1_avg"",""sensor_2_avg"",""wind_speed_3_avg"",""wind_speed_4_avg"",""wind_speed_3_max"",""wind_speed_3_min"",""wind_speed_3_std"",""sensor_5_avg"",""sensor_5_max"",""sensor_5_min"",""sensor_5_std"",""sensor_6_avg"",""sensor_7_avg"",""sensor_8_avg"",""sensor_9_avg"",""sensor_10_avg"",""sensor_11_avg"",""sensor_12_avg"",""sensor_13_avg"",""sensor_14_avg"",""sensor_15_avg"",""sensor_16_avg"",""sensor_17_avg"",""sensor_18_avg"",""sensor_18_max"",""sensor_18_min"",""sensor_18_std"",""sensor_19_avg"",""sensor_20_avg"",""sensor_21_avg"",""sensor_22_avg"",""sensor_23_avg"",""sensor_24_avg"",""sensor_25_avg"",""sensor_26_avg"",""reactive_power_27_avg"",""reactive_power_27_max"",""reactive_power_27_min"",""reactive_power_27_std"",""reactive_power_28_avg"",""reactive_power_28_max"",""reactive_power_28_min"",""reactive_power_28_std"",""power_29_avg"",""power_29_max"",""power_29_min"",""power_29_std"",""power_30_avg"",""power_30_max"",""power_30_min"",""power_30_std"",""sensor_31_avg"",""sensor_31_max"",""sensor_31_min"",""sensor_31_std"",""sensor_32_avg"",""sensor_33_avg"",""sensor_34_avg"",""sensor_35_avg"",""sensor_36_avg"",""sensor_37_avg"",""sensor_38_avg"",""sensor_39_avg"",""sensor_40_avg"",""sensor_41_avg"",""sensor_42_avg"",""sensor_43_avg"",""sensor_44"",""sensor_45"",""sensor_46"",""sensor_47"",""sensor_48"",""sensor_49"",""sensor_50"",""sensor_51"",""sensor_52_avg"",""sensor_52_max"",""sensor_52_min"",""sensor_52_std"",""sensor_53_avg""]",list,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5000,data,timestamp_col,EntryDateTime,string,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5003,data,sampling_secs,600,int,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5003,data,tag_columns,"[""sensor_0_avg"",""sensor_1_avg"",""sensor_2_avg"",""wind_speed_3_avg"",""wind_speed_4_avg"",""wind_speed_3_max"",""wind_speed_3_min"",""wind_speed_3_std"",""sensor_5_avg"",""sensor_5_max"",""sensor_5_min"",""sensor_5_std"",""sensor_6_avg"",""sensor_7_avg"",""sensor_8_avg"",""sensor_9_avg"",""sensor_10_avg"",""sensor_11_avg"",""sensor_12_avg"",""sensor_13_avg"",""sensor_14_avg"",""sensor_15_avg"",""sensor_16_avg"",""sensor_17_avg"",""sensor_18_avg"",""sensor_18_max"",""sensor_18_min"",""sensor_18_std"",""sensor_19_avg"",""sensor_20_avg"",""sensor_21_avg"",""sensor_22_avg"",""sensor_23_avg"",""sensor_24_avg"",""sensor_25_avg"",""sensor_26_avg"",""reactive_power_27_avg"",""reactive_power_27_max"",""reactive_power_27_min"",""reactive_power_27_std"",""reactive_power_28_avg"",""reactive_power_28_max"",""reactive_power_28_min"",""reactive_power_28_std"",""power_29_avg"",""power_29_max"",""power_29_min"",""power_29_std"",""power_30_avg"",""power_30_max"",""power_30_min"",""power_30_std"",""sensor_31_avg"",""sensor_31_max"",""sensor_31_min"",""sensor_31_std"",""sensor_32_avg"",""sensor_33_avg"",""sensor_34_avg"",""sensor_35_avg"",""sensor_36_avg"",""sensor_37_avg"",""sensor_38_avg"",""sensor_39_avg"",""sensor_40_avg"",""sensor_41_avg"",""sensor_42_avg"",""sensor_43_avg"",""sensor_44"",""sensor_45"",""sensor_46"",""sensor_47"",""sensor_48"",""sensor_49"",""sensor_50"",""sensor_51"",""sensor_52_avg"",""sensor_52_max"",""sensor_52_min"",""sensor_52_std"",""sensor_53_avg""]",list,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5003,data,timestamp_col,EntryDateTime,string,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5010,data,sampling_secs,600,int,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5010,data,tag_columns,"[""sensor_0_avg"",""sensor_1_avg"",""sensor_2_avg"",""wind_speed_3_avg"",""wind_speed_4_avg"",""wind_speed_3_max"",""wind_speed_3_min"",""wind_speed_3_std"",""sensor_5_avg"",""sensor_5_max"",""sensor_5_min"",""sensor_5_std"",""sensor_6_avg"",""sensor_7_avg"",""sensor_8_avg"",""sensor_9_avg"",""sensor_10_avg"",""sensor_11_avg"",""sensor_12_avg"",""sensor_13_avg"",""sensor_14_avg"",""sensor_15_avg"",""sensor_16_avg"",""sensor_17_avg"",""sensor_18_avg"",""sensor_18_max"",""sensor_18_min"",""sensor_18_std"",""sensor_19_avg"",""sensor_20_avg"",""sensor_21_avg"",""sensor_22_avg"",""sensor_23_avg"",""sensor_24_avg"",""sensor_25_avg"",""sensor_26_avg"",""reactive_power_27_avg"",""reactive_power_27_max"",""reactive_power_27_min"",""reactive_power_27_std"",""reactive_power_28_avg"",""reactive_power_28_max"",""reactive_power_28_min"",""reactive_power_28_std"",""power_29_avg"",""power_29_max"",""power_29_min"",""power_29_std"",""power_30_avg"",""power_30_max"",""power_30_min"",""power_30_std"",""sensor_31_avg"",""sensor_31_max"",""sensor_31_min"",""sensor_31_std"",""sensor_32_avg"",""sensor_33_avg"",""sensor_34_avg"",""sensor_35_avg"",""sensor_36_avg"",""sensor_37_avg"",""sensor_38_avg"",""sensor_39_avg"",""sensor_40_avg"",""sensor_41_avg"",""sensor_42_avg"",""sensor_43_avg"",""sensor_44"",""sensor_45"",""sensor_46"",""sensor_47"",""sensor_48"",""sensor_49"",""sensor_50"",""sensor_51"",""sensor_52_avg"",""sensor_52_max"",""sensor_52_min"",""sensor_52_std"",""sensor_53_avg""]",list,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5010,data,timestamp_col,EntryDateTime,string,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5011,data,sampling_secs,600,int,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5011,data,tag_columns,"[""sensor_0_avg"",""sensor_1_avg"",""sensor_2_avg"",""wind_speed_3_avg"",""wind_speed_4_avg"",""wind_speed_3_max"",""wind_speed_3_min"",""wind_speed_3_std"",""sensor_5_avg"",""sensor_5_max"",""sensor_5_min"",""sensor_5_std"",""sensor_6_avg"",""sensor_7_avg"",""sensor_8_avg"",""sensor_9_avg"",""sensor_10_avg"",""sensor_11_avg"",""sensor_12_avg"",""sensor_13_avg"",""sensor_14_avg"",""sensor_15_avg"",""sensor_16_avg"",""sensor_17_avg"",""sensor_18_avg"",""sensor_18_max"",""sensor_18_min"",""sensor_18_std"",""sensor_19_avg"",""sensor_20_avg"",""sensor_21_avg"",""sensor_22_avg"",""sensor_23_avg"",""sensor_24_avg"",""sensor_25_avg"",""sensor_26_avg"",""reactive_power_27_avg"",""reactive_power_27_max"",""reactive_power_27_min"",""reactive_power_27_std"",""reactive_power_28_avg"",""reactive_power_28_max"",""reactive_power_28_min"",""reactive_power_28_std"",""power_29_avg"",""power_29_max"",""power_29_min"",""power_29_std"",""power_30_avg"",""power_30_max"",""power_30_min"",""power_30_std"",""sensor_31_avg"",""sensor_31_max"",""sensor_31_min"",""sensor_31_std"",""sensor_32_avg"",""sensor_33_avg"",""sensor_34_avg"",""sensor_35_avg"",""sensor_36_avg"",""sensor_37_avg"",""sensor_38_avg"",""sensor_39_avg"",""sensor_40_avg"",""sensor_41_avg"",""sensor_42_avg"",""sensor_43_avg"",""sensor_44"",""sensor_45"",""sensor_46"",""sensor_47"",""sensor_48"",""sensor_49"",""sensor_50"",""sensor_51"",""sensor_52_avg"",""sensor_52_max"",""sensor_52_min"",""sensor_52_std"",""sensor_53_avg""]",list,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5011,data,timestamp_col,EntryDateTime,string,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5013,data,sampling_secs,600,int,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5013,data,tag_columns,"[""sensor_0_avg"",""sensor_1_avg"",""sensor_2_avg"",""wind_speed_3_avg"",""wind_speed_4_avg"",""wind_speed_3_max"",""wind_speed_3_min"",""wind_speed_3_std"",""sensor_5_avg"",""sensor_5_max"",""sensor_5_min"",""sensor_5_std"",""sensor_6_avg"",""sensor_7_avg"",""sensor_8_avg"",""sensor_9_avg"",""sensor_10_avg"",""sensor_11_avg"",""sensor_12_avg"",""sensor_13_avg"",""sensor_14_avg"",""sensor_15_avg"",""sensor_16_avg"",""sensor_17_avg"",""sensor_18_avg"",""sensor_18_max"",""sensor_18_min"",""sensor_18_std"",""sensor_19_avg"",""sensor_20_avg"",""sensor_21_avg"",""sensor_22_avg"",""sensor_23_avg"",""sensor_24_avg"",""sensor_25_avg"",""sensor_26_avg"",""reactive_power_27_avg"",""reactive_power_27_max"",""reactive_power_27_min"",""reactive_power_27_std"",""reactive_power_28_avg"",""reactive_power_28_max"",""reactive_power_28_min"",""reactive_power_28_std"",""power_29_avg"",""power_29_max"",""power_29_min"",""power_29_std"",""power_30_avg"",""power_30_max"",""power_30_min"",""power_30_std"",""sensor_31_avg"",""sensor_31_max"",""sensor_31_min"",""sensor_31_std"",""sensor_32_avg"",""sensor_33_avg"",""sensor_34_avg"",""sensor_35_avg"",""sensor_36_avg"",""sensor_37_avg"",""sensor_38_avg"",""sensor_39_avg"",""sensor_40_avg"",""sensor_41_avg"",""sensor_42_avg"",""sensor_43_avg"",""sensor_44"",""sensor_45"",""sensor_46"",""sensor_47"",""sensor_48"",""sensor_49"",""sensor_50"",""sensor_51"",""sensor_52_avg"",""sensor_52_max"",""sensor_52_min"",""sensor_52_std"",""sensor_53_avg""]",list,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5013,data,timestamp_col,EntryDateTime,string,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5014,data,sampling_secs,600,int,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5014,data,tag_columns,"[""sensor_0_avg"",""sensor_1_avg"",""sensor_2_avg"",""wind_speed_3_avg"",""wind_speed_4_avg"",""wind_speed_3_max"",""wind_speed_3_min"",""wind_speed_3_std"",""sensor_5_avg"",""sensor_5_max"",""sensor_5_min"",""sensor_5_std"",""sensor_6_avg"",""sensor_7_avg"",""sensor_8_avg"",""sensor_9_avg"",""sensor_10_avg"",""sensor_11_avg"",""sensor_12_avg"",""sensor_13_avg"",""sensor_14_avg"",""sensor_15_avg"",""sensor_16_avg"",""sensor_17_avg"",""sensor_18_avg"",""sensor_18_max"",""sensor_18_min"",""sensor_18_std"",""sensor_19_avg"",""sensor_20_avg"",""sensor_21_avg"",""sensor_22_avg"",""sensor_23_avg"",""sensor_24_avg"",""sensor_25_avg"",""sensor_26_avg"",""reactive_power_27_avg"",""reactive_power_27_max"",""reactive_power_27_min"",""reactive_power_27_std"",""reactive_power_28_avg"",""reactive_power_28_max"",""reactive_power_28_min"",""reactive_power_28_std"",""power_29_avg"",""power_29_max"",""power_29_min"",""power_29_std"",""power_30_avg"",""power_30_max"",""power_30_min"",""power_30_std"",""sensor_31_avg"",""sensor_31_max"",""sensor_31_min"",""sensor_31_std"",""sensor_32_avg"",""sensor_33_avg"",""sensor_34_avg"",""sensor_35_avg"",""sensor_36_avg"",""sensor_37_avg"",""sensor_38_avg"",""sensor_39_avg"",""sensor_40_avg"",""sensor_41_avg"",""sensor_42_avg"",""sensor_43_avg"",""sensor_44"",""sensor_45"",""sensor_46"",""sensor_47"",""sensor_48"",""sensor_49"",""sensor_50"",""sensor_51"",""sensor_52_avg"",""sensor_52_max"",""sensor_52_min"",""sensor_52_std"",""sensor_53_avg""]",list,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5014,data,timestamp_col,EntryDateTime,string,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5017,data,sampling_secs,600,int,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5017,data,tag_columns,"[""sensor_0_avg"",""sensor_1_avg"",""sensor_2_avg"",""wind_speed_3_avg"",""wind_speed_4_avg"",""wind_speed_3_max"",""wind_speed_3_min"",""wind_speed_3_std"",""sensor_5_avg"",""sensor_5_max"",""sensor_5_min"",""sensor_5_std"",""sensor_6_avg"",""sensor_7_avg"",""sensor_8_avg"",""sensor_9_avg"",""sensor_10_avg"",""sensor_11_avg"",""sensor_12_avg"",""sensor_13_avg"",""sensor_14_avg"",""sensor_15_avg"",""sensor_16_avg"",""sensor_17_avg"",""sensor_18_avg"",""sensor_18_max"",""sensor_18_min"",""sensor_18_std"",""sensor_19_avg"",""sensor_20_avg"",""sensor_21_avg"",""sensor_22_avg"",""sensor_23_avg"",""sensor_24_avg"",""sensor_25_avg"",""sensor_26_avg"",""reactive_power_27_avg"",""reactive_power_27_max"",""reactive_power_27_min"",""reactive_power_27_std"",""reactive_power_28_avg"",""reactive_power_28_max"",""reactive_power_28_min"",""reactive_power_28_std"",""power_29_avg"",""power_29_max"",""power_29_min"",""power_29_std"",""power_30_avg"",""power_30_max"",""power_30_min"",""power_30_std"",""sensor_31_avg"",""sensor_31_max"",""sensor_31_min"",""sensor_31_std"",""sensor_32_avg"",""sensor_33_avg"",""sensor_34_avg"",""sensor_35_avg"",""sensor_36_avg"",""sensor_37_avg"",""sensor_38_avg"",""sensor_39_avg"",""sensor_40_avg"",""sensor_41_avg"",""sensor_42_avg"",""sensor_43_avg"",""sensor_44"",""sensor_45"",""sensor_46"",""sensor_47"",""sensor_48"",""sensor_49"",""sensor_50"",""sensor_51"",""sensor_52_avg"",""sensor_52_max"",""sensor_52_min"",""sensor_52_std"",""sensor_53_avg""]",list,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5017,data,timestamp_col,EntryDateTime,string,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5021,data,sampling_secs,600,int,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5021,data,tag_columns,"[""sensor_0_avg"",""sensor_1_avg"",""sensor_2_avg"",""wind_speed_3_avg"",""wind_speed_4_avg"",""wind_speed_3_max"",""wind_speed_3_min"",""wind_speed_3_std"",""sensor_5_avg"",""sensor_5_max"",""sensor_5_min"",""sensor_5_std"",""sensor_6_avg"",""sensor_7_avg"",""sensor_8_avg"",""sensor_9_avg"",""sensor_10_avg"",""sensor_11_avg"",""sensor_12_avg"",""sensor_13_avg"",""sensor_14_avg"",""sensor_15_avg"",""sensor_16_avg"",""sensor_17_avg"",""sensor_18_avg"",""sensor_18_max"",""sensor_18_min"",""sensor_18_std"",""sensor_19_avg"",""sensor_20_avg"",""sensor_21_avg"",""sensor_22_avg"",""sensor_23_avg"",""sensor_24_avg"",""sensor_25_avg"",""sensor_26_avg"",""reactive_power_27_avg"",""reactive_power_27_max"",""reactive_power_27_min"",""reactive_power_27_std"",""reactive_power_28_avg"",""reactive_power_28_max"",""reactive_power_28_min"",""reactive_power_28_std"",""power_29_avg"",""power_29_max"",""power_29_min"",""power_29_std"",""power_30_avg"",""power_30_max"",""power_30_min"",""power_30_std"",""sensor_31_avg"",""sensor_31_max"",""sensor_31_min"",""sensor_31_std"",""sensor_32_avg"",""sensor_33_avg"",""sensor_34_avg"",""sensor_35_avg"",""sensor_36_avg"",""sensor_37_avg"",""sensor_38_avg"",""sensor_39_avg"",""sensor_40_avg"",""sensor_41_avg"",""sensor_42_avg"",""sensor_43_avg"",""sensor_44"",""sensor_45"",""sensor_46"",""sensor_47"",""sensor_48"",""sensor_49"",""sensor_50"",""sensor_51"",""sensor_52_avg"",""sensor_52_max"",""sensor_52_min"",""sensor_52_std"",""sensor_53_avg""]",list,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5021,data,timestamp_col,EntryDateTime,string,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5022,data,sampling_secs,600,int,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5022,data,tag_columns,"[""sensor_0_avg"",""sensor_1_avg"",""sensor_2_avg"",""wind_speed_3_avg"",""wind_speed_4_avg"",""wind_speed_3_max"",""wind_speed_3_min"",""wind_speed_3_std"",""sensor_5_avg"",""sensor_5_max"",""sensor_5_min"",""sensor_5_std"",""sensor_6_avg"",""sensor_7_avg"",""sensor_8_avg"",""sensor_9_avg"",""sensor_10_avg"",""sensor_11_avg"",""sensor_12_avg"",""sensor_13_avg"",""sensor_14_avg"",""sensor_15_avg"",""sensor_16_avg"",""sensor_17_avg"",""sensor_18_avg"",""sensor_18_max"",""sensor_18_min"",""sensor_18_std"",""sensor_19_avg"",""sensor_20_avg"",""sensor_21_avg"",""sensor_22_avg"",""sensor_23_avg"",""sensor_24_avg"",""sensor_25_avg"",""sensor_26_avg"",""reactive_power_27_avg"",""reactive_power_27_max"",""reactive_power_27_min"",""reactive_power_27_std"",""reactive_power_28_avg"",""reactive_power_28_max"",""reactive_power_28_min"",""reactive_power_28_std"",""power_29_avg"",""power_29_max"",""power_29_min"",""power_29_std"",""power_30_avg"",""power_30_max"",""power_30_min"",""power_30_std"",""sensor_31_avg"",""sensor_31_max"",""sensor_31_min"",""sensor_31_std"",""sensor_32_avg"",""sensor_33_avg"",""sensor_34_avg"",""sensor_35_avg"",""sensor_36_avg"",""sensor_37_avg"",""sensor_38_avg"",""sensor_39_avg"",""sensor_40_avg"",""sensor_41_avg"",""sensor_42_avg"",""sensor_43_avg"",""sensor_44"",""sensor_45"",""sensor_46"",""sensor_47"",""sensor_48"",""sensor_49"",""sensor_50"",""sensor_51"",""sensor_52_avg"",""sensor_52_max"",""sensor_52_min"",""sensor_52_std"",""sensor_53_avg""]",list,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5022,data,timestamp_col,EntryDateTime,string,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5024,data,sampling_secs,600,int,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5024,data,tag_columns,"[""sensor_0_avg"",""sensor_1_avg"",""sensor_2_avg"",""wind_speed_3_avg"",""wind_speed_4_avg"",""wind_speed_3_max"",""wind_speed_3_min"",""wind_speed_3_std"",""sensor_5_avg"",""sensor_5_max"",""sensor_5_min"",""sensor_5_std"",""sensor_6_avg"",""sensor_7_avg"",""sensor_8_avg"",""sensor_9_avg"",""sensor_10_avg"",""sensor_11_avg"",""sensor_12_avg"",""sensor_13_avg"",""sensor_14_avg"",""sensor_15_avg"",""sensor_16_avg"",""sensor_17_avg"",""sensor_18_avg"",""sensor_18_max"",""sensor_18_min"",""sensor_18_std"",""sensor_19_avg"",""sensor_20_avg"",""sensor_21_avg"",""sensor_22_avg"",""sensor_23_avg"",""sensor_24_avg"",""sensor_25_avg"",""sensor_26_avg"",""reactive_power_27_avg"",""reactive_power_27_max"",""reactive_power_27_min"",""reactive_power_27_std"",""reactive_power_28_avg"",""reactive_power_28_max"",""reactive_power_28_min"",""reactive_power_28_std"",""power_29_avg"",""power_29_max"",""power_29_min"",""power_29_std"",""power_30_avg"",""power_30_max"",""power_30_min"",""power_30_std"",""sensor_31_avg"",""sensor_31_max"",""sensor_31_min"",""sensor_31_std"",""sensor_32_avg"",""sensor_33_avg"",""sensor_34_avg"",""sensor_35_avg"",""sensor_36_avg"",""sensor_37_avg"",""sensor_38_avg"",""sensor_39_avg"",""sensor_40_avg"",""sensor_41_avg"",""sensor_42_avg"",""sensor_43_avg"",""sensor_44"",""sensor_45"",""sensor_46"",""sensor_47"",""sensor_48"",""sensor_49"",""sensor_50"",""sensor_51"",""sensor_52_avg"",""sensor_52_max"",""sensor_52_min"",""sensor_52_std"",""sensor_53_avg""]",list,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5024,data,timestamp_col,EntryDateTime,string,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
5025,data,sampling_secs,600,int,2025-12-13 00:00:00,COPILOT,wfa_ingest_setup,
