timestamp,scenario,operating_state,equipment_type,rpm,vibration_x_mms,vibration_y_mms,vibration_z_mms,bearing_de_temp_c,bearing_nde_temp_c,stator_winding_temp_c,power_kw,fault_active
2026-01-01T00:00:03.600000Z,rotor_imbalance,NORMAL,motor,2954.5,1.249,1.815,0.802,45.04,42.0,64.99,78.74,0
2026-01-01T00:00:03.700000Z,rotor_imbalance,NORMAL,motor,2954.8,1.168,1.817,0.847,45.36,41.98,65.13,78.86,0
2026-01-01T00:00:03.800000Z,rotor_imbalance,NORMAL,motor,2955.0,1.165,1.51,0.9,45.27,41.74,65.11,79.59,0
2026-01-01T00:00:03.900000Z,rotor_imbalance,NORMAL,motor,2954.8,1.151,1.556,0.698,44.93,42.28,65.26,81.9,0
2026-01-01T00:00:04Z,rotor_imbalance,NORMAL,motor,2955.6,0.906,1.52,0.704,45.48,42.18,64.77,82.01,0
2026-01-01T00:00:04.100000Z,rotor_imbalance,NORMAL,motor,2955.0,0.953,1.414,0.763,45.19,42.04,65.27,78.58,0
2026-01-01T00:00:04.200000Z,rotor_imbalance,NORMAL,motor,2954.8,1.37,1.274,0.811,45.21,42.0,65.13,80.1,0
2026-01-01T00:00:04.300000Z,rotor_imbalance,NORMAL,motor,2954.1,1.414,1.447,0.792,45.04,41.98,65.25,79.85,0
2026-01-01T00:00:04.400000Z,rotor_imbalance,NORMAL,motor,2954.7,1.258,1.475,0.794,45.33,42.1,65.17,80.67,0
2026-01-01T00:00:04.500000Z,rotor_imbalance,NORMAL,motor,2954.3,1.209,1.389,0.763,44.98,42.32,64.99,81.57,0
2026-01-01T00:00:04.600000Z,rotor_imbalance,NORMAL,motor,2955.3,1.291,1.402,0.781,45.17,41.85,64.95,80.29,0
2026-01-01T00:00:04.700000Z,rotor_imbalance,NORMAL,motor,2953.8,1.181,1.539,0.889,45.16,41.98,64.93,80.95,0
2026-01-01T00:00:04.800000Z,rotor_imbalance,NORMAL,motor,2953.6,1.26,1.716,0.837,45.47,42.04,65.23,79.21,0
2026-01-01T00:00:04.900000Z,rotor_imbalance,NORMAL,motor,2953.6,1.282,1.715,0.8,44.96,42.27,64.87,79.08,0
2026-01-01T00:00:05Z,rotor_imbalance,NORMAL,motor,2953.3,1.148,1.374,0.818,45.23,42.04,65.21,80.61,0
2026-01-01T00:00:05.100000Z,rotor_imbalance,NORMAL,motor,2953.2,1.038,1.587,0.724,45.14,42.04,65.01,80.21,0
2026-01-01T00:00:05.200000Z,rotor_imbalance,NORMAL,motor,2953.3,1.225,1.466,0.784,44.96,42.31,65.11,81.45,0
2026-01-01T00:00:05.300000Z,rotor_imbalance,NORMAL,motor,2952.7,1.145,1.379,0.796,45.21,41.83,65.16,80.65,0
2026-01-01T00:00:05.400000Z,rotor_imbalance,NORMAL,motor,2953.5,1.413,1.325,0.798,45.22,42.56,64.65,80.49,0
2026-01-01T00:00:05.500000Z,rotor_imbalance,NORMAL,motor,2952.0,0.98,1.165,0.731,45.43,42.0,64.95,78.84,0
2026-01-01T00:00:05.600000Z,rotor_imbalance,NORMAL,motor,2952.8,1.167,1.545,0.75,45.07,42.2,65.0,81.42,0
2026-01-01T00:00:05.700000Z,rotor_imbalance,NORMAL,motor,2952.3,1.175,1.427,0.771,45.37,42.26,64.98,80.87,0
2026-01-01T00:00:05.800000Z,rotor_imbalance,NORMAL,motor,2951.8,1.275,1.575,0.876,45.21,42.11,64.79,80.69,0
2026-01-01T00:00:05.900000Z,rotor_imbalance,NORMAL,motor,2951.6,1.292,1.425,0.852,44.97,42.03,65.21,78.67,0
2026-01-01T00:00:06Z,rotor_imbalance,NORMAL,motor,2951.6,1.219,1.543,0.867,45.54,41.8,64.71,80.81,0
2026-01-01T00:00:06.100000Z,rotor_imbalance,NORMAL,motor,2950.7,1.123,1.645,0.835,45.2,42.21,64.84,81.29,0
2026-01-01T00:00:06.200000Z,rotor_imbalance,NORMAL,motor,2950.9,1.157,1.535,0.805,45.21,42.16,64.8,80.8,0
2026-01-01T00:00:06.300000Z,rotor_imbalance,NORMAL,motor,2951.6,1.129,1.591,0.842,45.43,42.26,65.04,80.86,0
2026-01-01T00:00:06.400000Z,rotor_imbalance,NORMAL,motor,2950.7,1.014,1.446,0.706,45.25,42.28,65.25,80.15,0
2026-01-01T00:00:06.500000Z,rotor_imbalance,NORMAL,motor,2950.9,1.142,1.282,0.729,45.06,41.93,65.13,79.79,0
2026-01-01T00:00:06.600000Z,rotor_imbalance,NORMAL,motor,2950.5,1.196,1.461,0.853,45.13,42.15,64.89,78.38,0
2026-01-01T00:00:06.700000Z,rotor_imbalance,NORMAL,motor,2950.3,1.357,1.367,0.775,45.48,41.74,65.04,80.14,0
2026-01-01T00:00:06.800000Z,rotor_imbalance,NORMAL,motor,2949.4,1.416,1.511,0.787,45.25,42.14,64.9,78.69,0
2026-01-01T00:00:06.900000Z,rotor_imbalance,NORMAL,motor,2950.1,1.398,1.563,0.745,45.69,42.61,65.04,79.1,0
2026-01-01T00:00:07Z,rotor_imbalance,NORMAL,motor,2948.8,1.33,1.465,0.798,45.49,41.92,65.4,81.57,0
2026-01-01T00:00:07.100000Z,rotor_imbalance,NORMAL,motor,2948.4,1.116,1.587,0.748,45.23,41.71,64.95,81.8,0
2026-01-01T00:00:07.200000Z,rotor_imbalance,NORMAL,motor,2948.2,1.184,1.494,0.832,45.24,42.61,65.04,79.63,0
2026-01-01T00:00:07.300000Z,rotor_imbalance,NORMAL,motor,2948.8,1.112,1.499,0.815,45.25,42.26,65.08,79.49,0
2026-01-01T00:00:07.400000Z,rotor_imbalance,NORMAL,motor,2948.5,1.297,1.476,0.887,45.24,42.08,65.49,80.16,0
2026-01-01T00:00:07.500000Z,rotor_imbalance,NORMAL,motor,2948.7,1.186,1.349,0.806,45.19,41.97,64.65,80.1,0
2026-01-01T00:00:07.600000Z,rotor_imbalance,NORMAL,motor,2948.1,1.151,1.413,0.76,45.1,42.13,64.79,79.8,0
2026-01-01T00:00:07.700000Z,rotor_imbalance,NORMAL,motor,2947.6,1.053,1.362,0.762,45.3,42.34,65.04,80.47,0
2026-01-01T00:00:07.800000Z,rotor_imbalance,NORMAL,motor,2946.6,1.151,1.385,0.832,44.98,42.28,65.24,79.82,0
2026-01-01T00:00:07.900000Z,rotor_imbalance,NORMAL,motor,2947.1,1.283,1.392,0.834,45.32,42.28,64.84,79.83,0
2026-01-01T00:00:08Z,rotor_imbalance,NORMAL,motor,2947.6,1.256,1.397,0.775,45.47,42.08,65.18,79.06,0
2026-01-01T00:00:08.100000Z,rotor_imbalance,NORMAL,motor,2946.3,1.316,1.496,0.815,45.53,42.17,65.09,79.09,0
2026-01-01T00:00:08.200000Z,rotor_imbalance,NORMAL,motor,2947.3,1.352,1.61,0.809,45.16,42.19,65.1,79.98,0
2026-01-01T00:00:08.300000Z,rotor_imbalance,NORMAL,motor,2946.5,1.122,1.633,0.765,45.11,42.23,64.63,80.7,0
2026-01-01T00:00:08.400000Z,rotor_imbalance,NORMAL,motor,2946.7,1.206,1.544,0.753,45.3,41.78,65.04,80.66,0
2026-01-01T00:00:08.500000Z,rotor_imbalance,NORMAL,motor,2946.0,1.113,1.651,0.818,45.55,42.27,64.86,79.54,0
2026-01-01T00:00:08.600000Z,rotor_imbalance,NORMAL,motor,2946.1,1.279,1.554,0.747,45.16,41.85,65.07,78.64,0
2026-01-01T00:00:08.700000Z,rotor_imbalance,NORMAL,motor,2945.2,0.907,1.406,0.828,45.07,41.92,65.04,79.66,0
2026-01-01T00:00:08.800000Z,rotor_imbalance,NORMAL,motor,2946.0,1.186,1.443,0.735,45.32,42.37,64.88,78.56,0
2026-01-01T00:00:08.900000Z,rotor_imbalance,NORMAL,motor,2946.2,1.101,1.344,0.801,45.55,42.33,64.93,80.68,0
2026-01-01T00:00:09Z,rotor_imbalance,NORMAL,motor,2946.6,1.327,1.424,0.744,46.1,42.04,64.93,79.3,0
2026-01-01T00:00:09.100000Z,rotor_imbalance,NORMAL,motor,2946.2,1.28,1.225,0.813,45.46,42.22,64.76,79.27,0
2026-01-01T00:00:09.200000Z,rotor_imbalance,NORMAL,motor,2945.1,1.279,1.362,0.837,45.17,41.94,64.85,81.35,0
2026-01-01T00:00:09.300000Z,rotor_imbalance,NORMAL,motor,2945.0,1.529,1.532,0.742,45.19,42.34,64.76,82.37,0
2026-01-01T00:00:09.400000Z,rotor_imbalance,NORMAL,motor,2944.7,1.356,1.703,0.795,45.16,42.24,65.07,80.88,0
2026-01-01T00:00:09.500000Z,rotor_imbalance,NORMAL,motor,2945.2,1.118,1.619,0.766,44.93,42.15,64.71,80.59,0
2026-01-01T00:00:09.600000Z,rotor_imbalance,NORMAL,motor,2946.1,1.397,1.586,0.777,45.51,42.51,64.92,79.86,0
2026-01-01T00:00:09.700000Z,rotor_imbalance,NORMAL,motor,2946.2,1.152,1.584,0.806,45.49,42.09,64.95,78.83,0
2026-01-01T00:00:09.800000Z,rotor_imbalance,NORMAL,motor,2945.0,1.311,1.661,0.795,45.19,42.24,65.21,79.44,0
2026-01-01T00:00:09.900000Z,rotor_imbalance,NORMAL,motor,2945.8,0.967,1.488,0.887,44.98,42.54,64.63,79.91,0
2026-01-01T00:00:10Z,rotor_imbalance,NORMAL,motor,2945.1,1.194,1.128,0.704,45.27,42.31,64.82,79.78,0
2026-01-01T00:00:10.100000Z,rotor_imbalance,NORMAL,motor,2944.6,1.102,1.3,0.812,45.5,42.6,64.87,79.68,0
2026-01-01T00:00:10.200000Z,rotor_imbalance,NORMAL,motor,2945.2,1.159,1.352,0.722,45.47,42.13,64.81,78.41,0
2026-01-01T00:00:10.300000Z,rotor_imbalance,NORMAL,motor,2945.8,1.224,1.482,0.814,45.05,42.1,65.15,79.23,0
2026-01-01T00:00:10.400000Z,rotor_imbalance,NORMAL,motor,2944.8,1.259,1.396,0.749,45.33,42.22,64.48,80.5,0
2026-01-01T00:00:10.500000Z,rotor_imbalance,NORMAL,motor,2945.0,1.426,1.368,0.721,45.64,42.0,64.87,80.6,0
2026-01-01T00:00:10.600000Z,rotor_imbalance,NORMAL,motor,2945.3,1.123,1.575,0.79,45.66,42.44,65.61,78.35,0
2026-01-01T00:00:10.700000Z,rotor_imbalance,NORMAL,motor,2945.6,1.151,1.731,0.841,45.56,42.17,64.85,77.97,0
2026-01-01T00:00:10.800000Z,rotor_imbalance,NORMAL,motor,2946.6,1.262,1.617,0.847,45.56,42.53,64.68,79.29,0
2026-01-01T00:00:10.900000Z,rotor_imbalance,NORMAL,motor,2945.9,1.198,1.728,0.75,45.44,42.77,65.14,80.87,0
2026-01-01T00:00:11Z,rotor_imbalance,NORMAL,motor,2945.9,1.2,1.767,0.805,45.67,42.16,65.12,80.9,0
2026-01-01T00:00:11.100000Z,rotor_imbalance,NORMAL,motor,2945.7,1.214,1.45,0.76,45.42,42.73,65.06,80.94,0
2026-01-01T00:00:11.200000Z,rotor_imbalance,NORMAL,motor,2945.9,1.119,1.326,0.771,45.59,42.33,65.29,79.8,0
2026-01-01T00:00:11.300000Z,rotor_imbalance,NORMAL,motor,2946.3,1.27,1.32,0.724,45.69,42.43,64.57,80.04,0
2026-01-01T00:00:11.400000Z,rotor_imbalance,NORMAL,motor,2946.4,1.363,1.284,0.771,45.25,42.14,64.86,78.56,0
2026-01-01T00:00:11.500000Z,rotor_imbalance,NORMAL,motor,2946.2,1.077,1.218,0.722,45.33,42.21,64.75,80.48,0
2026-01-01T00:00:11.600000Z,rotor_imbalance,NORMAL,motor,2946.9,1.234,1.367,0.88,45.49,42.45,64.48,79.35,0
2026-01-01T00:00:11.700000Z,rotor_imbalance,NORMAL,motor,2946.0,1.253,1.52,0.766,45.55,42.15,65.12,78.45,0
2026-01-01T00:00:11.800000Z,rotor_imbalance,NORMAL,motor,2947.2,1.33,1.61,0.794,45.84,42.28,64.91,77.24,0
2026-01-01T00:00:11.900000Z,rotor_imbalance,NORMAL,motor,2948.4,1.221,1.498,0.866,45.7,42.38,64.71,80.42,0
2026-01-01T00:00:12Z,rotor_imbalance,NORMAL,motor,2947.4,1.094,1.747,0.693,45.57,42.46,65.41,80.33,0
2026-01-01T00:00:12.100000Z,rotor_imbalance,NORMAL,motor,2946.9,1.079,1.639,0.818,45.66,41.98,64.93,80.97,0
2026-01-01T00:00:12.200000Z,rotor_imbalance,NORMAL,motor,2949.0,1.309,1.547,0.855,45.81,42.61,65.14,80.83,0
2026-01-01T00:00:12.300000Z,rotor_imbalance,NORMAL,motor,2948.0,0.96,1.616,0.783,45.46,42.26,64.92,80.23,0
2026-01-01T00:00:12.400000Z,rotor_imbalance,NORMAL,motor,2948.1,1.118,1.468,0.796,45.32,42.53,65.37,79.4,0
2026-01-01T00:00:12.500000Z,rotor_imbalance,NORMAL,motor,2949.5,1.231,1.119,0.762,45.35,42.54,65.04,80.47,0
2026-01-01T00:00:12.600000Z,rotor_imbalance,NORMAL,motor,2949.4,1.099,1.282,0.739,45.44,42.36,65.03,79.27,0
2026-01-01T00:00:12.700000Z,rotor_imbalance,NORMAL,motor,2949.8,1.329,1.522,0.836,45.52,42.52,65.12,79.35,0
2026-01-01T00:00:12.800000Z,rotor_imbalance,NORMAL,motor,2950.3,1.449,1.611,0.802,45.55,42.47,65.0,80.62,0
2026-01-01T00:00:12.900000Z,rotor_imbalance,NORMAL,motor,2949.8,1.276,1.659,0.808,45.5,42.57,65.03,80.29,0
2026-01-01T00:00:13Z,rotor_imbalance,NORMAL,motor,2950.1,1.166,1.553,0.743,45.53,42.16,65.18,80.75,0
2026-01-01T00:00:13.100000Z,rotor_imbalance,NORMAL,motor,2950.5,1.248,1.657,0.702,45.28,42.37,65.07,79.92,0
2026-01-01T00:00:13.200000Z,rotor_imbalance,NORMAL,motor,2950.1,1.225,1.598,0.747,45.56,42.36,65.24,80.67,0
2026-01-01T00:00:13.300000Z,rotor_imbalance,NORMAL,motor,2951.2,1.194,1.548,0.753,45.21,42.98,64.78,79.79,0
2026-01-01T00:00:13.400000Z,rotor_imbalance,NORMAL,motor,2950.9,1.095,1.528,0.707,45.31,42.13,64.97,79.32,0
2026-01-01T00:00:13.500000Z,rotor_imbalance,NORMAL,motor,2951.0,1.126,1.459,0.847,45.43,42.45,64.73,80.66,0
2026-01-01T00:00:13.600000Z,rotor_imbalance,NORMAL,motor,2951.3,1.153,1.476,0.791,45.56,42.33,65.27,80.93,0
2026-01-01T00:00:13.700000Z,rotor_imbalance,NORMAL,motor,2952.0,1.024,1.275,0.767,45.47,42.5,64.82,81.18,0
2026-01-01T00:00:13.800000Z,rotor_imbalance,NORMAL,motor,2952.0,0.987,1.309,0.671,45.37,42.31,64.88,79.67,0
2026-01-01T00:00:13.900000Z,rotor_imbalance,NORMAL,motor,2952.0,1.178,1.518,0.861,45.29,42.67,64.68,79.19,0
2026-01-01T00:00:14Z,rotor_imbalance,NORMAL,motor,2953.2,1.053,1.471,0.737,45.5,42.38,65.34,79.19,0
2026-01-01T00:00:14.100000Z,rotor_imbalance,NORMAL,motor,2952.6,1.358,1.458,0.759,45.52,42.44,65.18,79.06,0
2026-01-01T00:00:14.200000Z,rotor_imbalance,NORMAL,motor,2952.6,1.321,1.54,0.791,45.53,42.29,64.84,80.44,0
2026-01-01T00:00:14.300000Z,rotor_imbalance,NORMAL,motor,2952.5,1.374,1.637,0.736,45.59,42.46,65.15,81.16,0
2026-01-01T00:00:14.400000Z,rotor_imbalance,NORMAL,motor,2953.0,1.141,1.582,0.751,45.39,42.49,65.0,79.51,0
2026-01-01T00:00:14.500000Z,rotor_imbalance,NORMAL,motor,2953.0,1.197,1.582,0.748,45.51,42.38,64.79,80.83,0
2026-01-01T00:00:14.600000Z,rotor_imbalance,NORMAL,motor,2954.0,1.127,1.6,0.826,45.54,42.62,65.33,80.08,0
2026-01-01T00:00:14.700000Z,rotor_imbalance,NORMAL,motor,2954.0,1.192,1.483,0.744,45.73,42.13,65.36,80.87,0
2026-01-01T00:00:14.800000Z,rotor_imbalance,NORMAL,motor,2954.0,1.117,1.619,0.753,45.32,42.32,64.95,78.99,0
2026-01-01T00:00:14.900000Z,rotor_imbalance,NORMAL,motor,2954.1,1.156,1.303,0.88,45.28,42.19,65.08,79.79,0
2026-01-01T00:00:15Z,rotor_imbalance,NORMAL,motor,2954.4,1.127,1.254,0.768,45.42,42.55,64.9,80.76,0
2026-01-01T00:00:15.100000Z,rotor_imbalance,NORMAL,motor,2954.6,1.342,1.458,0.839,45.72,42.35,64.95,78.17,0
2026-01-01T00:00:15.200000Z,rotor_imbalance,NORMAL,motor,2954.5,1.209,1.454,0.826,45.3,42.25,64.93,79.48,0
2026-01-01T00:00:15.300000Z,rotor_imbalance,NORMAL,motor,2954.6,1.18,1.487,0.716,45.14,42.6,64.74,79.44,0
2026-01-01T00:00:15.400000Z,rotor_imbalance,NORMAL,motor,2953.9,1.147,1.517,0.779,45.77,42.55,64.95,80.76,0
2026-01-01T00:00:15.500000Z,rotor_imbalance,NORMAL,motor,2955.2,1.299,1.575,0.851,45.93,42.59,65.35,80.93,0
2026-01-01T00:00:15.600000Z,rotor_imbalance,NORMAL,motor,2955.2,1.103,1.532,0.798,45.25,42.35,65.17,79.33,0
2026-01-01T00:00:15.700000Z,rotor_imbalance,NORMAL,motor,2955.0,1.027,1.583,0.851,45.63,42.53,65.34,81.3,0
2026-01-01T00:00:15.800000Z,rotor_imbalance,NORMAL,motor,2954.4,1.255,1.525,0.799,45.59,42.69,64.77,80.45,0
2026-01-01T00:00:15.900000Z,rotor_imbalance,NORMAL,motor,2955.1,1.186,1.496,0.85,45.45,42.7,65.07,78.6,0
2026-01-01T00:00:16Z,rotor_imbalance,NORMAL,motor,2955.1,1.13,1.408,0.763,45.55,42.19,65.34,78.87,0
2026-01-01T00:00:16.100000Z,rotor_imbalance,NORMAL,motor,2954.5,1.257,1.443,0.836,45.9,42.42,64.79,80.84,0
2026-01-01T00:00:16.200000Z,rotor_imbalance,NORMAL,motor,2955.3,1.156,1.23,0.862,45.72,42.21,65.16,78.56,0
2026-01-01T00:00:16.300000Z,rotor_imbalance,NORMAL,motor,2954.6,1.125,1.304,0.758,45.48,42.63,65.06,80.63,0
2026-01-01T00:00:16.400000Z,rotor_imbalance,NORMAL,motor,2955.4,1.24,1.421,0.827,45.95,42.67,65.28,81.02,0
2026-01-01T00:00:16.500000Z,rotor_imbalance,NORMAL,motor,2955.3,1.117,1.571,0.811,45.62,42.38,64.91,80.42,0
2026-01-01T00:00:16.600000Z,rotor_imbalance,NORMAL,motor,2955.1,1.139,1.578,0.772,45.43,42.57,64.93,79.34,0
2026-01-01T00:00:16.700000Z,rotor_imbalance,NORMAL,motor,2954.3,1.286,1.614,0.745,45.45,42.46,65.08,78.95,0
2026-01-01T00:00:16.800000Z,rotor_imbalance,NORMAL,motor,2954.8,1.129,1.916,0.753,45.46,42.54,64.82,80.83,0
2026-01-01T00:00:16.900000Z,rotor_imbalance,NORMAL,motor,2955.4,1.124,1.65,0.774,45.63,42.79,65.18,79.1,0
2026-01-01T00:00:17Z,rotor_imbalance,NORMAL,motor,2955.2,1.239,1.635,0.767,45.64,42.34,65.09,79.68,0
2026-01-01T00:00:17.100000Z,rotor_imbalance,NORMAL,motor,2953.2,1.197,1.536,0.854,45.61,42.54,65.22,80.39,0
2026-01-01T00:00:17.200000Z,rotor_imbalance,NORMAL,motor,2954.3,1.433,1.427,0.808,45.98,42.35,64.79,78.57,0
2026-01-01T00:00:17.300000Z,rotor_imbalance,NORMAL,motor,2954.3,1.205,1.459,0.732,45.84,42.75,64.98,80.03,0
2026-01-01T00:00:17.400000Z,rotor_imbalance,NORMAL,motor,2954.2,1.225,1.421,0.746,45.61,42.27,65.13,80.53,0
2026-01-01T00:00:17.500000Z,rotor_imbalance,NORMAL,motor,2953.7,1.267,1.212,0.843,45.55,42.54,65.22,79.24,0
2026-01-01T00:00:17.600000Z,rotor_imbalance,NORMAL,motor,2954.2,1.289,1.416,0.828,45.4,42.64,65.01,81.04,0
2026-01-01T00:00:17.700000Z,rotor_imbalance,NORMAL,motor,2953.3,1.259,1.52,0.797,45.42,42.48,65.25,79.91,0
2026-01-01T00:00:17.800000Z,rotor_imbalance,NORMAL,motor,2952.8,1.36,1.371,0.694,45.66,42.56,65.04,79.11,0
2026-01-01T00:00:17.900000Z,rotor_imbalance,NORMAL,motor,2953.0,1.118,1.637,0.719,45.63,42.58,64.65,79.48,0
2026-01-01T00:00:18Z,rotor_imbalance,NORMAL,motor,2953.2,1.366,1.493,0.817,45.42,42.26,65.32,80.67,0
2026-01-01T00:00:18.100000Z,rotor_imbalance,NORMAL,motor,2952.2,1.184,1.697,0.809,46.12,42.65,64.4,79.71,0
2026-01-01T00:00:18.200000Z,rotor_imbalance,NORMAL,motor,2952.1,1.103,1.588,0.767,45.45,42.81,65.12,79.33,0
2026-01-01T00:00:18.300000Z,rotor_imbalance,NORMAL,motor,2952.6,1.172,1.644,0.747,45.83,42.42,65.23,79.81,0
2026-01-01T00:00:18.400000Z,rotor_imbalance,NORMAL,motor,2950.9,1.115,1.265,0.789,45.66,42.46,64.7,78.88,0
2026-01-01T00:00:18.500000Z,rotor_imbalance,NORMAL,motor,2951.3,1.118,1.514,0.835,45.58,42.8,64.73,80.69,0
2026-01-01T00:00:18.600000Z,rotor_imbalance,NORMAL,motor,2951.5,1.212,1.421,0.766,45.84,42.54,65.48,79.7,0
2026-01-01T00:00:18.700000Z,rotor_imbalance,NORMAL,motor,2951.9,1.302,1.25,0.868,45.47,42.1,65.17,81.07,0
2026-01-01T00:00:18.800000Z,rotor_imbalance,NORMAL,motor,2951.1,1.251,1.572,0.836,45.56,42.7,64.75,79.44,0
2026-01-01T00:00:18.900000Z,rotor_imbalance,NORMAL,motor,2950.3,1.075,1.365,0.861,45.47,42.44,64.77,80.87,0
2026-01-01T00:00:19Z,rotor_imbalance,NORMAL,motor,2950.6,1.337,1.546,0.741,45.5,42.72,64.99,80.77,0
2026-01-01T00:00:19.100000Z,rotor_imbalance,NORMAL,motor,2948.8,1.369,1.566,0.909,45.6,42.56,65.13,79.12,0
2026-01-01T00:00:19.200000Z,rotor_imbalance,NORMAL,motor,2950.5,1.147,1.772,0.84,45.8,42.42,64.96,80.3,0
2026-01-01T00:00:19.300000Z,rotor_imbalance,NORMAL,motor,2948.8,1.107,1.726,0.737,45.96,42.44,65.06,78.85,0
2026-01-01T00:00:19.400000Z,rotor_imbalance,NORMAL,motor,2949.9,1.169,1.7,0.868,45.96,42.61,64.75,81.32,0
