timestamp,scenario,operating_state,active_power_mw,main_steam_flow_th,main_steam_pressure_bar,main_steam_temp_c,feedwater_flow_th,drum_level_mm,condenser_vacuum_bar,fuel_flow_th,boiler_tube_leak_alarm,condenser_fouling_alarm
2026-01-01T00:00:23Z,tube_leak,NORMAL,473.14,1544.4,160.24,539.4,1559.8,5.9,-0.0907,170.84,0,0
2026-01-01T00:00:24Z,tube_leak,NORMAL,475.01,1546.7,159.07,540.7,1556.1,0.4,-0.0881,170.33,0,0
2026-01-01T00:00:25Z,tube_leak,NORMAL,480.6,1540.2,160.18,539.5,1553.3,1.2,-0.0903,170.42,0,0
2026-01-01T00:00:26Z,tube_leak,NORMAL,469.74,1544.0,159.92,541.7,1550.8,2.4,-0.0868,169.22,0,0
2026-01-01T00:00:27Z,tube_leak,NORMAL,471.26,1537.9,160.24,540.7,1556.3,-0.2,-0.0916,169.54,0,0
2026-01-01T00:00:28Z,tube_leak,NORMAL,478.1,1539.0,159.02,540.0,1555.1,11.7,-0.0894,170.18,0,0
2026-01-01T00:00:29Z,tube_leak,NORMAL,471.9,1535.5,160.02,540.5,1551.3,-1.2,-0.0912,168.98,0,0
2026-01-01T00:00:30Z,tube_leak,NORMAL,472.11,1537.6,158.84,539.7,1549.6,8.8,-0.0899,170.65,0,0
2026-01-01T00:00:31Z,tube_leak,NORMAL,474.0,1534.0,159.66,541.5,1550.0,3.7,-0.0867,169.52,0,0
2026-01-01T00:00:32Z,tube_leak,NORMAL,476.55,1535.3,159.89,542.3,1550.3,-5.6,-0.0904,169.88,0,0
2026-01-01T00:00:33Z,tube_leak,NORMAL,476.96,1531.3,158.87,538.1,1544.4,0.9,-0.0897,168.59,0,0
2026-01-01T00:00:34Z,tube_leak,NORMAL,471.94,1529.2,160.16,540.4,1546.4,5.4,-0.0902,170.61,0,0
2026-01-01T00:00:35Z,tube_leak,NORMAL,474.66,1531.3,159.74,539.4,1535.9,2.3,-0.0898,168.81,0,0
2026-01-01T00:00:36Z,tube_leak,NORMAL,473.22,1532.7,160.86,540.0,1539.8,-1.4,-0.0901,167.82,0,0
2026-01-01T00:00:37Z,tube_leak,NORMAL,474.69,1531.5,160.92,540.9,1543.4,-1.9,-0.0893,167.86,0,0
2026-01-01T00:00:38Z,tube_leak,NORMAL,475.78,1531.7,159.62,542.0,1541.1,-7.8,-0.0894,168.51,0,0
2026-01-01T00:00:39Z,tube_leak,NORMAL,475.0,1531.2,160.2,538.0,1535.0,5.7,-0.0887,170.74,0,0
2026-01-01T00:00:40Z,tube_leak,NORMAL,479.51,1525.7,160.38,538.1,1542.4,3.1,-0.0911,170.77,0,0
2026-01-01T00:00:41Z,tube_leak,NORMAL,476.61,1525.5,160.15,539.3,1537.1,-0.4,-0.0886,167.26,0,0
2026-01-01T00:00:42Z,tube_leak,NORMAL,475.79,1532.4,159.59,540.2,1536.6,-1.5,-0.0894,168.71,0,0
2026-01-01T00:00:43Z,tube_leak,NORMAL,472.64,1531.9,160.4,539.8,1533.3,-1.9,-0.0888,168.39,0,0
2026-01-01T00:00:44Z,tube_leak,NORMAL,476.15,1527.6,160.31,539.9,1536.8,1.2,-0.0892,169.14,0,0
2026-01-01T00:00:45Z,tube_leak,NORMAL,474.71,1525.8,159.53,539.3,1530.8,6.5,-0.09,169.98,0,0
2026-01-01T00:00:46Z,tube_leak,NORMAL,480.7,1527.2,159.23,539.6,1532.9,-5.2,-0.0903,168.63,0,0
2026-01-01T00:00:47Z,tube_leak,NORMAL,473.85,1525.3,159.62,541.8,1532.0,-1.8,-0.0904,169.23,0,0
2026-01-01T00:00:48Z,tube_leak,NORMAL,473.29,1527.4,160.36,540.7,1536.1,-0.4,-0.0889,167.42,0,0
2026-01-01T00:00:49Z,tube_leak,NORMAL,474.01,1528.5,160.41,540.0,1527.8,5.2,-0.0906,167.23,0,0
2026-01-01T00:00:50Z,tube_leak,NORMAL,473.38,1526.3,158.94,540.4,1531.3,-0.4,-0.089,168.71,0,0
2026-01-01T00:00:51Z,tube_leak,NORMAL,473.48,1524.2,160.35,538.5,1529.3,-0.6,-0.0899,168.26,0,0
2026-01-01T00:00:52Z,tube_leak,NORMAL,475.09,1527.5,160.11,539.7,1526.1,6.2,-0.0895,169.44,0,0
2026-01-01T00:00:53Z,tube_leak,NORMAL,473.13,1525.1,159.97,539.9,1529.3,-5.9,-0.0892,168.59,0,0
2026-01-01T00:00:54Z,tube_leak,NORMAL,477.83,1529.3,159.84,540.0,1528.9,12.5,-0.0917,168.37,0,0
2026-01-01T00:00:55Z,tube_leak,NORMAL,471.32,1519.4,158.99,538.6,1531.6,-1.5,-0.0902,166.68,0,0
2026-01-01T00:00:56Z,tube_leak,NORMAL,476.53,1522.1,160.66,539.0,1525.7,3.5,-0.09,169.22,0,0
2026-01-01T00:00:57Z,tube_leak,NORMAL,475.3,1521.7,159.72,539.4,1529.8,4.9,-0.0901,168.62,0,0
2026-01-01T00:00:58Z,tube_leak,NORMAL,473.68,1523.6,160.09,541.5,1526.9,1.2,-0.091,168.39,0,0
2026-01-01T00:00:59Z,tube_leak,NORMAL,473.53,1524.4,159.05,541.0,1522.9,-0.8,-0.0889,166.32,0,0
2026-01-01T00:01:00Z,tube_leak,NORMAL,474.8,1523.6,159.5,541.3,1531.0,-6.8,-0.0914,168.42,0,0
2026-01-01T00:01:01Z,tube_leak,NORMAL,471.74,1522.5,160.06,540.7,1525.5,3.6,-0.0908,168.87,0,0
2026-01-01T00:01:02Z,tube_leak,NORMAL,473.76,1523.8,159.74,540.1,1525.4,2.4,-0.091,168.33,0,0
2026-01-01T00:01:03Z,tube_leak,NORMAL,478.54,1523.5,160.37,540.8,1528.4,4.8,-0.0898,168.36,0,0
2026-01-01T00:01:04Z,tube_leak,NORMAL,475.17,1520.9,160.01,538.1,1525.3,5.4,-0.0888,167.61,0,0
2026-01-01T00:01:05Z,tube_leak,NORMAL,477.32,1522.7,159.49,538.6,1522.2,-3.4,-0.0894,167.21,0,0
2026-01-01T00:01:06Z,tube_leak,NORMAL,476.43,1522.7,160.52,541.1,1522.9,2.1,-0.0905,165.77,0,0
2026-01-01T00:01:07Z,tube_leak,NORMAL,476.69,1524.8,160.0,539.5,1527.9,-8.2,-0.0898,167.5,0,0
2026-01-01T00:01:08Z,tube_leak,NORMAL,473.57,1525.1,160.49,539.7,1524.1,1.6,-0.0905,166.01,0,0
2026-01-01T00:01:09Z,tube_leak,NORMAL,478.45,1524.3,160.4,538.9,1530.4,13.5,-0.0898,166.38,0,0
2026-01-01T00:01:10Z,tube_leak,NORMAL,472.83,1522.9,159.54,540.0,1527.2,-3.9,-0.088,168.82,0,0
2026-01-01T00:01:11Z,tube_leak,NORMAL,471.91,1519.2,159.86,539.0,1523.0,-9.2,-0.0902,169.03,0,0
2026-01-01T00:01:12Z,tube_leak,NORMAL,472.21,1521.3,159.26,540.6,1522.9,13.4,-0.0898,166.82,0,0
2026-01-01T00:01:13Z,tube_leak,NORMAL,476.38,1520.8,159.33,540.3,1522.9,4.6,-0.0896,166.66,0,0
2026-01-01T00:01:14Z,tube_leak,NORMAL,476.05,1525.2,159.45,541.7,1522.5,0.0,-0.0876,167.3,0,0
2026-01-01T00:01:15Z,tube_leak,NORMAL,478.43,1523.3,159.16,540.1,1521.5,-2.8,-0.0918,167.22,0,0
2026-01-01T00:01:16Z,tube_leak,NORMAL,476.48,1522.3,159.85,539.2,1519.9,1.2,-0.091,166.89,0,0
2026-01-01T00:01:17Z,tube_leak,NORMAL,474.94,1519.7,159.88,539.2,1522.7,6.5,-0.0898,167.54,0,0
2026-01-01T00:01:18Z,tube_leak,NORMAL,470.87,1520.6,160.14,540.6,1517.8,4.8,-0.0888,166.86,0,0
2026-01-01T00:01:19Z,tube_leak,NORMAL,474.76,1522.2,160.12,540.7,1522.7,4.8,-0.0908,166.84,0,0
2026-01-01T00:01:20Z,tube_leak,NORMAL,478.13,1520.8,159.92,539.5,1524.7,-0.2,-0.0891,166.06,0,0
2026-01-01T00:01:21Z,tube_leak,NORMAL,472.36,1521.6,160.07,540.3,1525.4,2.1,-0.0896,166.06,0,0
2026-01-01T00:01:22Z,tube_leak,NORMAL,478.15,1522.4,160.27,540.2,1519.8,2.5,-0.0895,166.93,0,0
2026-01-01T00:01:23Z,tube_leak,NORMAL,475.31,1518.4,160.09,539.3,1518.8,3.4,-0.0919,167.63,0,0
2026-01-01T00:01:24Z,tube_leak,NORMAL,477.13,1520.9,159.5,539.1,1521.5,-7.9,-0.0898,167.57,0,0
2026-01-01T00:01:25Z,tube_leak,NORMAL,474.22,1520.0,160.09,540.4,1525.1,4.4,-0.0907,166.43,0,0
2026-01-01T00:01:26Z,tube_leak,NORMAL,475.45,1524.0,159.84,538.9,1519.1,-6.2,-0.0897,165.51,0,0
2026-01-01T00:01:27Z,tube_leak,NORMAL,471.92,1516.9,159.44,540.6,1517.7,-4.4,-0.0898,166.51,0,0
2026-01-01T00:01:28Z,tube_leak,NORMAL,476.08,1522.3,160.0,538.7,1521.2,6.9,-0.0906,165.39,0,0
2026-01-01T00:01:29Z,tube_leak,NORMAL,477.76,1520.0,159.8,540.0,1524.6,5.7,-0.0903,167.5,0,0
2026-01-01T00:01:30Z,tube_leak,NORMAL,480.37,1523.5,160.34,538.9,1532.7,-1.6,-0.0904,166.1,0,0
2026-01-01T00:01:31Z,tube_leak,NORMAL,479.07,1521.6,159.29,540.3,1523.0,2.9,-0.0912,166.06,0,0
2026-01-01T00:01:32Z,tube_leak,NORMAL,473.91,1520.7,159.74,540.7,1518.4,-4.2,-0.0907,168.11,0,0
2026-01-01T00:01:33Z,tube_leak,NORMAL,473.57,1525.3,160.25,538.8,1518.7,5.7,-0.0912,169.12,0,0
2026-01-01T00:01:34Z,tube_leak,NORMAL,472.52,1522.0,160.73,539.9,1518.2,3.2,-0.0896,167.61,0,0
2026-01-01T00:01:35Z,tube_leak,NORMAL,475.14,1517.8,160.02,539.3,1514.6,1.1,-0.0914,167.31,0,0
2026-01-01T00:01:36Z,tube_leak,NORMAL,479.86,1524.3,159.71,539.5,1523.1,9.9,-0.0904,166.56,0,0
2026-01-01T00:01:37Z,tube_leak,NORMAL,480.52,1520.3,159.76,540.1,1522.7,-0.5,-0.0902,165.53,0,0
2026-01-01T00:01:38Z,tube_leak,NORMAL,474.3,1524.3,160.37,539.9,1518.1,3.1,-0.0889,166.12,0,0
2026-01-01T00:01:39Z,tube_leak,NORMAL,478.63,1517.7,159.85,541.7,1514.9,10.6,-0.0919,166.58,0,0
2026-01-01T00:01:40Z,tube_leak,NORMAL,474.57,1522.1,158.42,538.1,1519.2,4.8,-0.0909,166.43,0,0
2026-01-01T00:01:41Z,tube_leak,NORMAL,472.03,1519.6,159.58,540.2,1522.6,11.8,-0.0907,166.32,0,0
2026-01-01T00:01:42Z,tube_leak,NORMAL,475.12,1519.8,159.97,538.4,1521.9,0.1,-0.091,165.04,0,0
2026-01-01T00:01:43Z,tube_leak,NORMAL,477.9,1520.1,160.57,540.3,1515.6,-0.7,-0.0892,165.85,0,0
2026-01-01T00:01:44Z,tube_leak,NORMAL,472.27,1520.0,159.91,539.0,1519.7,2.3,-0.0926,167.11,0,0
2026-01-01T00:01:45Z,tube_leak,NORMAL,472.97,1523.0,159.42,538.4,1524.2,-3.2,-0.0906,167.19,0,0
2026-01-01T00:01:46Z,tube_leak,NORMAL,474.18,1517.0,160.09,539.8,1524.5,7.7,-0.087,164.94,0,0
2026-01-01T00:01:47Z,tube_leak,NORMAL,474.95,1518.2,160.58,540.8,1522.9,0.9,-0.0907,164.55,0,0
2026-01-01T00:01:48Z,tube_leak,NORMAL,479.27,1521.3,159.87,540.9,1522.8,9.6,-0.0916,165.85,0,0
2026-01-01T00:01:49Z,tube_leak,NORMAL,475.49,1521.0,160.48,539.0,1520.9,15.8,-0.0893,167.43,0,0
2026-01-01T00:01:50Z,tube_leak,NORMAL,474.95,1521.8,160.9,540.1,1524.2,0.4,-0.0894,167.45,0,0
2026-01-01T00:01:51Z,tube_leak,NORMAL,473.12,1522.5,159.66,539.2,1520.5,14.4,-0.0897,167.47,0,0
2026-01-01T00:01:52Z,tube_leak,NORMAL,473.17,1520.4,159.41,539.4,1523.0,4.6,-0.0885,166.33,0,0
2026-01-01T00:01:53Z,tube_leak,NORMAL,474.51,1522.8,159.68,538.5,1524.3,6.8,-0.0922,166.57,0,0
2026-01-01T00:01:54Z,tube_leak,NORMAL,473.99,1523.7,159.64,539.4,1517.7,-0.5,-0.0907,165.08,0,0
2026-01-01T00:01:55Z,tube_leak,NORMAL,472.42,1517.0,159.25,538.4,1518.8,1.3,-0.0912,166.98,0,0
2026-01-01T00:01:56Z,tube_leak,NORMAL,474.88,1519.3,159.77,541.6,1521.1,7.1,-0.0926,165.84,0,0
2026-01-01T00:01:57Z,tube_leak,NORMAL,469.57,1519.3,160.19,539.3,1521.9,-0.4,-0.0894,164.94,0,0
2026-01-01T00:01:58Z,tube_leak,NORMAL,474.35,1521.0,160.27,539.9,1526.2,2.7,-0.0905,163.72,0,0
2026-01-01T00:01:59Z,tube_leak,NORMAL,479.42,1519.4,159.41,541.3,1524.0,5.3,-0.0914,166.9,0,0
2026-01-01T00:02:00Z,tube_leak,NORMAL,473.45,1517.8,160.52,537.9,1522.0,7.0,-0.0879,166.79,0,0
2026-01-01T00:02:01Z,tube_leak,NORMAL,469.85,1518.5,160.03,540.4,1523.2,-5.1,-0.0903,167.43,0,0
2026-01-01T00:02:02Z,tube_leak,NORMAL,478.86,1523.9,159.8,541.1,1525.4,10.7,-0.0893,167.28,0,0
2026-01-01T00:02:03Z,tube_leak,NORMAL,473.03,1517.2,160.49,539.7,1520.2,1.8,-0.0904,166.68,0,0
2026-01-01T00:02:04Z,tube_leak,NORMAL,472.45,1520.3,160.12,539.9,1518.0,8.6,-0.0881,165.84,0,0
2026-01-01T00:02:05Z,tube_leak,NORMAL,478.09,1521.9,158.67,539.2,1518.3,8.6,-0.0898,166.91,0,0
2026-01-01T00:02:06Z,tube_leak,NORMAL,476.59,1518.3,159.63,538.8,1519.7,4.0,-0.0898,165.71,0,0
2026-01-01T00:02:07Z,tube_leak,NORMAL,477.27,1521.9,160.77,540.7,1520.8,8.0,-0.0894,165.78,0,0
2026-01-01T00:02:08Z,tube_leak,NORMAL,478.22,1523.5,160.99,540.0,1521.2,6.7,-0.09,167.04,0,0
2026-01-01T00:02:09Z,tube_leak,NORMAL,474.7,1519.7,160.88,540.2,1520.4,9.0,-0.0898,166.71,0,0
2026-01-01T00:02:10Z,tube_leak,NORMAL,474.84,1517.7,159.98,538.9,1520.8,-1.3,-0.0891,167.16,0,0
2026-01-01T00:02:11Z,tube_leak,NORMAL,475.7,1519.9,160.21,538.0,1516.9,3.8,-0.0897,166.33,0,0
2026-01-01T00:02:12Z,tube_leak,NORMAL,472.49,1520.4,159.77,538.9,1521.2,3.5,-0.0888,167.07,0,0
2026-01-01T00:02:13Z,tube_leak,NORMAL,476.84,1520.7,159.58,539.1,1515.7,18.9,-0.0911,166.19,0,0
2026-01-01T00:02:14Z,tube_leak,NORMAL,474.1,1519.5,159.71,538.1,1517.2,-2.5,-0.0901,165.71,0,0
2026-01-01T00:02:15Z,tube_leak,NORMAL,473.28,1520.5,159.71,540.9,1519.0,5.6,-0.0913,167.05,0,0
2026-01-01T00:02:16Z,tube_leak,NORMAL,473.99,1520.9,160.17,539.8,1520.8,2.5,-0.0887,167.32,0,0
2026-01-01T00:02:17Z,tube_leak,NORMAL,476.21,1517.7,159.45,539.3,1519.4,6.6,-0.0909,167.56,0,0
2026-01-01T00:02:18Z,tube_leak,NORMAL,475.01,1516.0,159.76,537.4,1517.9,1.6,-0.0906,166.05,0,0
2026-01-01T00:02:19Z,tube_leak,NORMAL,474.01,1518.9,160.75,541.2,1516.7,10.6,-0.0916,165.56,0,0
2026-01-01T00:02:20Z,tube_leak,NORMAL,478.81,1515.6,160.29,538.7,1519.7,3.4,-0.0883,165.56,0,0
2026-01-01T00:02:21Z,tube_leak,NORMAL,474.83,1521.3,159.87,539.2,1519.9,4.7,-0.0891,165.42,0,0
2026-01-01T00:02:22Z,tube_leak,NORMAL,473.88,1520.7,159.92,539.8,1520.0,0.7,-0.0908,166.8,0,0
2026-01-01T00:02:23Z,tube_leak,NORMAL,472.26,1522.4,160.11,538.7,1520.9,5.0,-0.0892,167.52,0,0
2026-01-01T00:02:24Z,tube_leak,NORMAL,474.08,1518.6,159.7,539.0,1517.9,5.5,-0.09,165.86,0,0
2026-01-01T00:02:25Z,tube_leak,NORMAL,473.15,1520.7,159.75,539.0,1519.6,2.8,-0.0911,167.18,0,0
2026-01-01T00:02:26Z,tube_leak,NORMAL,477.12,1520.1,160.07,540.5,1520.0,8.5,-0.0883,166.43,0,0
2026-01-01T00:02:27Z,tube_leak,NORMAL,476.1,1521.8,159.83,538.9,1522.8,-3.8,-0.0882,167.22,0,0
2026-01-01T00:02:28Z,tube_leak,NORMAL,475.47,1520.1,160.88,539.1,1516.6,1.0,-0.0903,165.34,0,0
2026-01-01T00:02:29Z,tube_leak,NORMAL,475.38,1520.3,159.59,541.6,1515.9,-2.5,-0.0896,166.13,0,0
2026-01-01T00:02:30Z,tube_leak,NORMAL,476.04,1518.8,159.48,539.4,1518.0,6.5,-0.0905,167.1,0,0
2026-01-01T00:02:31Z,tube_leak,NORMAL,476.47,1522.1,160.45,540.8,1522.4,1.2,-0.0903,164.51,0,0
2026-01-01T00:02:32Z,tube_leak,NORMAL,475.73,1518.7,160.2,540.5,1516.0,-1.3,-0.0903,165.82,0,0
2026-01-01T00:02:33Z,tube_leak,NORMAL,475.42,1517.7,160.02,538.3,1513.6,7.3,-0.0913,165.77,0,0
2026-01-01T00:02:34Z,tube_leak,NORMAL,471.46,1517.2,159.8,539.6,1523.0,5.9,-0.0903,167.09,0,0
2026-01-01T00:02:35Z,tube_leak,NORMAL,477.79,1520.8,159.8,541.0,1525.4,6.9,-0.0882,167.25,0,0
2026-01-01T00:02:36Z,tube_leak,NORMAL,477.12,1517.8,159.44,540.0,1515.0,0.6,-0.0891,165.66,0,0
2026-01-01T00:02:37Z,tube_leak,NORMAL,476.33,1517.3,159.75,541.0,1520.7,5.0,-0.0883,167.62,0,0
2026-01-01T00:02:38Z,tube_leak,NORMAL,472.81,1522.7,159.69,540.0,1520.1,8.8,-0.0911,166.77,0,0
2026-01-01T00:02:39Z,tube_leak,NORMAL,476.31,1521.6,159.89,541.0,1517.9,9.1,-0.0896,164.92,0,0
2026-01-01T00:02:40Z,tube_leak,NORMAL,476.02,1520.4,159.82,539.3,1519.3,-3.9,-0.0883,165.19,0,0
2026-01-01T00:02:41Z,tube_leak,NORMAL,473.35,1522.3,160.29,540.7,1524.6,1.7,-0.091,167.16,0,0
2026-01-01T00:02:42Z,tube_leak,NORMAL,476.99,1519.4,159.37,541.2,1521.8,-3.6,-0.0892,164.87,0,0
2026-01-01T00:02:43Z,tube_leak,NORMAL,473.79,1517.8,159.68,539.2,1518.2,6.8,-0.0897,166.94,0,0
2026-01-01T00:02:44Z,tube_leak,NORMAL,477.73,1519.3,160.04,540.5,1525.2,7.6,-0.0886,167.33,0,0
2026-01-01T00:02:45Z,tube_leak,NORMAL,477.64,1516.4,160.44,540.2,1520.2,0.4,-0.0904,166.72,0,0
2026-01-01T00:02:46Z,tube_leak,NORMAL,477.1,1517.0,160.11,539.4,1517.2,5.0,-0.0903,165.65,0,0
2026-01-01T00:02:47Z,tube_leak,NORMAL,473.08,1520.6,159.99,538.9,1517.5,2.0,-0.0896,165.25,0,0
2026-01-01T00:02:48Z,tube_leak,NORMAL,476.22,1518.4,161.36,539.1,1517.7,3.8,-0.0909,167.13,0,0
2026-01-01T00:02:49Z,tube_leak,NORMAL,479.5,1519.2,160.09,539.5,1520.0,10.0,-0.0891,165.4,0,0
2026-01-01T00:02:50Z,tube_leak,NORMAL,478.86,1522.3,160.24,539.3,1520.2,-1.2,-0.0895,165.98,0,0
2026-01-01T00:02:51Z,tube_leak,NORMAL,469.41,1521.9,160.1,541.1,1519.6,3.6,-0.0889,166.68,0,0
2026-01-01T00:02:52Z,tube_leak,NORMAL,475.72,1526.4,159.92,540.2,1525.2,-1.4,-0.091,164.86,0,0
2026-01-01T00:02:53Z,tube_leak,NORMAL,476.33,1521.3,160.37,538.6,1523.0,8.5,-0.0901,166.33,0,0
2026-01-01T00:02:54Z,tube_leak,NORMAL,476.69,1520.7,160.32,538.9,1519.5,-3.6,-0.0894,166.82,0,0
2026-01-01T00:02:55Z,tube_leak,NORMAL,474.75,1520.6,159.22,540.9,1518.6,3.1,-0.0889,165.53,0,0
2026-01-01T00:02:56Z,tube_leak,NORMAL,477.99,1520.3,160.01,540.6,1516.3,5.3,-0.0899,167.33,0,0
2026-01-01T00:02:57Z,tube_leak,NORMAL,474.46,1519.3,160.18,539.9,1516.5,1.3,-0.0887,166.2,0,0
2026-01-01T00:02:58Z,tube_leak,NORMAL,472.82,1521.4,159.07,537.9,1520.0,3.1,-0.0898,165.39,0,0
2026-01-01T00:02:59Z,tube_leak,NORMAL,474.62,1517.2,160.11,538.4,1519.6,3.4,-0.0918,165.76,0,0
2026-01-01T00:03:00Z,tube_leak,NORMAL,476.97,1523.1,159.25,540.3,1516.3,-4.7,-0.0884,166.95,0,0
2026-01-01T00:03:01Z,tube_leak,NORMAL,472.99,1520.4,160.32,540.2,1526.8,5.0,-0.093,165.99,0,0
2026-01-01T00:03:02Z,tube_leak,NORMAL,473.16,1519.6,160.01,539.3,1516.8,8.7,-0.0894,165.61,0,0
2026-01-01T00:03:03Z,tube_leak,NORMAL,476.7,1521.4,160.63,538.9,1522.4,-1.2,-0.0888,166.09,0,0
2026-01-01T00:03:04Z,tube_leak,NORMAL,469.32,1520.1,159.11,539.8,1519.8,-0.2,-0.0915,165.17,0,0
2026-01-01T00:03:05Z,tube_leak,NORMAL,472.89,1519.5,160.64,540.7,1518.6,8.1,-0.0914,166.97,0,0
2026-01-01T00:03:06Z,tube_leak,NORMAL,474.56,1520.5,160.32,539.3,1522.4,1.6,-0.0876,165.98,0,0
2026-01-01T00:03:07Z,tube_leak,NORMAL,478.17,1521.3,159.41,541.4,1516.8,-9.6,-0.0891,167.35,0,0
2026-01-01T00:03:08Z,tube_leak,NORMAL,475.13,1519.5,160.79,540.7,1518.0,5.1,-0.0912,165.72,0,0
2026-01-01T00:03:09Z,tube_leak,NORMAL,472.37,1515.6,159.41,541.2,1516.7,-1.4,-0.0912,167.14,0,0
2026-01-01T00:03:10Z,tube_leak,NORMAL,475.0,1521.0,159.95,538.8,1517.1,5.5,-0.0901,167.05,0,0
2026-01-01T00:03:11Z,tube_leak,NORMAL,467.09,1522.2,159.75,542.2,1518.5,1.4,-0.0893,165.4,0,0
2026-01-01T00:03:12Z,tube_leak,NORMAL,477.18,1518.7,160.64,540.8,1521.5,-2.5,-0.0902,166.57,0,0
2026-01-01T00:03:13Z,tube_leak,NORMAL,469.92,1518.9,160.47,538.7,1523.8,-2.1,-0.0897,165.13,0,0
2026-01-01T00:03:14Z,tube_leak,NORMAL,476.21,1520.9,160.57,541.4,1523.8,2.1,-0.0912,167.6,0,0
2026-01-01T00:03:15Z,tube_leak,NORMAL,471.74,1519.1,160.37,540.4,1524.8,0.9,-0.0917,166.0,0,0
2026-01-01T00:03:16Z,tube_leak,NORMAL,475.44,1519.3,160.71,539.8,1515.7,3.2,-0.0911,167.97,0,0
2026-01-01T00:03:17Z,tube_leak,NORMAL,475.68,1517.2,160.54,542.4,1514.0,5.3,-0.0895,166.45,0,0
2026-01-01T00:03:18Z,tube_leak,NORMAL,475.86,1521.0,159.65,541.4,1516.0,10.5,-0.0885,165.08,0,0
2026-01-01T00:03:19Z,tube_leak,NORMAL,474.99,1522.8,159.75,539.8,1518.8,6.5,-0.0906,166.26,0,0
2026-01-01T00:03:20Z,tube_leak,NORMAL,476.35,1519.6,159.57,538.7,1515.5,-5.4,-0.0917,165.54,0,0
2026-01-01T00:03:21Z,tube_leak,NORMAL,475.75,1520.1,159.59,539.0,1517.0,-6.5,-0.0912,166.98,0,0
2026-01-01T00:03:22Z,tube_leak,NORMAL,471.49,1520.0,159.69,542.4,1514.6,1.4,-0.0903,165.5,0,0
2026-01-01T00:03:23Z,tube_leak,NORMAL,475.79,1520.3,159.47,540.4,1521.2,6.9,-0.0906,167.74,0,0
